2
1056|2|1|E|H|
5838|2|1|Z|L|
2050|2|1|S|W|
5138|2|1|S|Z|
7469|2|1|I|S|
1|13|1|N|L|/a2MQ
8915|2|1|H|V|
8910|2|1|K|O|
8347|2|1|@|B|
2192|2|1|C|M|
2201|2|1|C|V|
7598|2|1|O|A|
8093|2|1|H|V|
9132|2|1|@|V|
1728|2|1|W|J|
1767|2|1|G|I|
9157|2|1|W|W|
2695|2|1|V|O|
1026|2|1|O|V|
8575|2|1|E|Z|
2822|2|1|N|I|
6787|2|1|A|Z|
7127|2|1|V|D|
1|13|1|N|L|my bots
4679|2|1|N|Z|
2867|2|1|M|Y|
4815|2|1|N|U|
4561|2|1|Q|S|
7233|2|1|W|W|
9574|2|1|Q|V|
2685|2|1|R|I|
9361|2|1|N|K|
1895|2|1|L|Q|
9724|2|1|D|P|
1803|2|1|L|K|
6058|2|1|N|R|
5820|2|1|W|Y|
3599|2|1|X|L|
8075|2|1|E|G|
1682|2|1|D|K|
4665|2|1|H|R|
4980|2|1|B|A|
4908|2|1|W|S|
7765|2|1|M|@|
6587|2|1|K|L|
5148|2|1|O|N|
7207|2|1|V|Z|
4338|2|1|A|K|
6241|2|1|J|H|
1|13|1|N|L|/a2BL
1
1|14|1|K|L|haker911
1|14|5|O|O|
1|9|1|L|G|
1|9|1|I|L|
1
1|9|1|V|L|haker911
1|9|3|L|K|
5294|2|1|@|E|
1493|2|1|O|I|
6694|2|1|D|N|
9118|2|1|C|E|
4768|2|1|Z|Q|
4117|2|1|Q|@|
8128|2|1|D|E|
6495|2|1|K|F|
1482|2|1|X|P|
2224|2|1|G|M|
1880|2|1|K|E|
8496|2|1|R|R|
6967|2|1|V|N|
3970|2|1|D|H|
6232|2|1|T|P|
3026|2|1|I|T|
1255|2|1|G|G|
4011|2|1|K|L|
7964|2|1|K|D|
9491|2|1|F|G|
4878|2|1|G|G|
1502|2|1|S|N|
7359|2|1|F|Z|
6798|2|1|W|N|
6865|2|1|I|J|
9102|2|1|F|N|
9197|2|1|L|R|
5354|2|1|A|G|
9749|2|1|N|C|
7965|2|1|P|@|
4760|2|1|W|M|
2063|2|1|F|V|
2561|2|1|I|G|
1747|2|1|Z|Y|
7828|2|1|T|@|
7333|2|1|I|Y|
5831|2|1|W|I|
7606|2|1|@|X|
9684|2|1|X|K|
9070|2|1|T|X|
8592|2|1|P|D|
2198|2|1|X|Y|
6108|2|1|P|J|
8680|2|1|J|M|
4375|2|1|O|D|
2678|2|1|F|N|
6381|2|1|P|A|
3070|2|1|Q|Z|
9210|2|1|H|G|
1|9|2|L|K|/j8
3703|2|1|F|T|
6286|2|1|E|B|
2644|2|1|K|E|
7629|2|1|V|W|
4429|2|1|N|C|
6102|2|1|D|P|
4311|2|1|C|I|
6663|2|1|S|W|
8513|2|1|G|R|
1|9|2|O|M|
1612|2|1|V|H|
9476|2|1|R|G|
8844|2|1|Y|S|
6110|2|1|C|Y|
2096|2|1|X|I|
6045|2|1|M|F|
3202|2|1|B|F|
9877|2|1|F|Y|
3337|2|1|S|I|
1|9|2|O|M|/j9
4424|2|1|L|A|
1270|2|1|D|X|
9971|2|1|G|E|
5614|2|1|A|M|
1521|2|1|Z|X|
1078|2|1|R|O|
1046|2|1|J|T|
4710|2|1|D|L|
7740|2|1|Z|R|
5157|2|1|R|S|
9261|2|1|F|D|
9906|2|1|V|I|
1989|2|1|V|P|
2539|2|1|S|D|
2270|2|1|Y|L|
7982|2|1|I|W|
3673|2|1|L|L|
4755|2|1|U|J|
6231|2|1|F|B|
8220|2|1|M|C|
9699|2|1|H|O|
9836|2|1|L|F|
6799|2|1|E|E|
6402|2|1|O|V|
3473|2|1|E|R|
2313|2|1|T|D|
3131|2|1|N|F|
2808|2|1|H|B|
8901|2|1|P|A|
7219|2|1|D|A|
7882|2|1|J|H|
2221|2|1|A|O|
9390|2|1|L|M|
1
1|6|1|K|L|haker911
1|6|4|P|P|
1|6|1|M|J|
1|6|7|T|F|
1
1|6|5|E|F|haker911
1|6|5|L|N|
6830|2|1|M|@|
2738|2|1|U|C|
9443|2|1|J|L|
4897|2|1|A|D|
8026|2|1|Z|U|
2164|2|1|S|X|
1|6|5|K|K|
7818|2|1|P|U|
6669|2|1|H|M|
8151|2|1|C|@|
5509|2|1|R|D|
4699|2|1|H|X|
8001|2|1|L|K|
9734|2|1|Z|C|
1|6|4|P|N|/a2LN
2931|2|1|G|L|
9367|2|1|G|W|
5801|2|1|Y|E|
1807|2|1|@|@|
7085|2|1|S|U|
8604|2|1|T|J|
1|6|4|P|N|zippy
1473|2|1|P|P|
4902|2|1|G|B|
8127|2|1|Q|R|
2690|2|1|O|P|
9925|2|1|Y|Y|
8049|2|1|I|G|
9715|2|1|E|F|
5407|2|1|@|E|
5562|2|1|U|Y|
4781|2|1|E|X|
1|6|4|P|F|/a2LK
2003|2|1|A|X|
8036|2|1|U|H|
3292|2|1|O|X|
2128|2|1|I|Z|
6649|2|1|I|T|
6358|2|1|F|O|
4519|2|1|D|Q|
2621|2|1|X|W|
4809|2|1|T|I|
9655|2|1|D|D|
1|6|5|G|R|
6150|2|1|A|K|
4292|2|1|I|L|
9139|2|1|K|Q|
4708|2|1|U|T|
9592|2|1|A|@|
9672|2|1|S|E|
9795|2|1|@|F|
9798|2|1|X|L|
2751|2|1|Q|S|
7792|2|1|O|Y|
1433|2|1|S|C|
2706|2|1|V|Z|
5033|2|1|R|H|
1184|2|1|X|C|
1210|2|1|C|V|
1714|2|1|H|K|
4344|2|1|P|A|
5879|2|1|F|Q|
3782|2|1|J|K|
2603|2|1|Q|M|
2091|2|1|H|S|
6407|2|1|Q|X|
8305|2|1|F|J|
5654|2|1|P|H|
4179|2|1|E|Q|
9801|2|1|P|V|
9436|2|1|U|U|
1|6|1|G|R|
6648|2|1|M|O|
3016|2|1|E|N|
9591|2|1|E|V|
6330|2|1|R|D|
5867|2|1|A|K|
4507|2|1|R|T|
3809|2|1|Y|U|
2644|2|1|B|M|
8092|2|1|P|L|
1|6|4|P|J|
1058|2|1|N|@|
3986|2|1|W|C|
6534|2|1|Q|J|
4604|2|1|X|X|
7576|2|1|F|P|
8153|2|1|M|S|
1|1|3|N|K|
3657|2|1|O|V|
9184|2|1|G|K|
7467|2|1|Q|J|
9841|2|1|W|@|
2168|2|1|L|H|
4114|2|1|K|B|
6638|2|1|E|N|
7083|2|1|N|X|
1
2|14|1|K|L|mATTHEW911
1|1|1|K|L|vag1nal
1|1|1|O|L|
1|1|8|J|O|
2|14|8|H|N|
2|14|8|H|N|watch
1
1|1|3|M|D|vag1nal
1
1|1|6|E|F|vag1nal
1|1|6|T|F|
2|14|2|N|H|
2|14|8|J|O|
2|14|8|J|O|vag1nal
1|1|H|T|F|
1|1|H|T|F|/a26E
1|1|2|K|M|/a2VA
1|1|2|H|M|/a2NH
2|14|6|J|O|matrix
1|1|2|H|M|/j6
2|14|6|J|O|
2|14|1|J|O|LOL
1|1|2|H|M|/e1
1|1|3|E|M|
2|14|1|J|O|IRL RIGHTNOW
1|1|L|E|M|/j3
2|14|1|J|O|DUDE
2|14|1|J|O|watch
1|1|L|E|M|/a2FA
9730|2|1|T|F|
1441|2|1|H|T|
9955|2|1|J|N|
1043|2|1|M|N|
2757|2|1|K|E|
1|1|L|E|M|/a2GC
2699|2|1|A|L|
2516|2|1|N|N|
7988|2|1|B|H|
7579|2|1|Y|@|
1|1|H|E|M|/a2VI
5837|2|1|Q|U|
2513|2|1|M|L|
1766|2|1|T|V|
5352|2|1|A|F|
2138|2|1|W|W|
6851|2|1|Q|P|
7410|2|1|Z|@|
8733|2|1|V|X|
2|14|6|F|P|
5382|2|1|Z|J|
7938|2|1|W|U|
9450|2|1|V|G|
1|1|H|E|M|/a2NL
7877|2|1|Z|M|
6851|2|1|U|L|
2678|2|1|P|F|
5918|2|1|V|L|
6441|2|1|Q|C|
1|1|H|E|M|aids alert
2326|2|1|P|T|
1480|2|1|S|T|
8345|2|1|Z|A|
3581|2|1|L|F|
1088|2|1|D|L|
1248|2|1|Q|P|
5762|2|1|W|X|
2954|2|1|P|Y|
7918|2|1|T|E|
3389|2|1|H|P|
9701|2|1|M|L|
3715|2|1|T|R|
5098|2|1|D|D|
4810|2|1|B|@|
9192|2|1|J|O|
9521|2|1|@|O|
2|14|8|F|P|you see
6409|2|1|Q|Y|
6916|2|1|X|P|
6767|2|1|O|S|
2|14|8|F|P|thwe bots
1529|2|1|B|B|
3131|2|1|A|T|
6614|2|1|D|S|
9458|2|1|P|T|
1394|2|1|C|G|
9048|2|1|P|F|
5310|2|1|T|A|
1795|2|1|M|B|
8272|2|1|T|S|
6438|2|1|B|O|
8910|2|1|B|X|
8810|2|1|U|R|
7821|2|1|D|I|
9085|2|1|V|I|
9821|2|1|B|B|
6033|2|1|M|W|
8195|2|1|Z|U|
8269|2|1|N|U|
4948|2|1|C|W|
9497|2|1|D|O|
1|1|H|E|M|im not blind
4052|2|1|I|@|
8771|2|1|N|N|
4699|2|1|D|A|
3733|2|1|W|F|
3548|2|1|Z|O|
1872|2|1|Q|S|
5979|2|1|N|X|
4771|2|1|A|S|
1339|2|1|Z|M|
1355|2|1|A|Z|
1194|2|1|E|D|
6143|2|1|U|L|
5581|2|1|A|H|
7500|2|1|P|N|
5251|2|1|O|D|
5881|2|1|P|I|
2|14|8|F|P|yay
1930|2|1|H|A|
7088|2|1|P|@|
1557|2|1|M|R|
6515|2|1|N|V|
1|1|H|P|I|
7543|2|1|K|G|
9400|2|1|T|O|
5016|2|1|L|Z|
6076|2|1|C|T|
8076|2|1|N|Z|
1219|2|1|J|V|
8037|2|1|H|V|
7097|2|1|J|N|
2685|2|1|I|R|
2|14|8|F|P|ur not blind
9824|2|1|H|@|
1|1|4|S|L|
2|14|8|F|P|thats good
7523|2|1|L|N|
7608|2|1|W|C|
4026|2|1|Z|L|
3998|2|1|S|S|
4883|2|1|V|W|
1140|2|1|O|W|
2|14|3|H|L|
1|1|3|I|J|
2|14|1|H|L|/a2FQ
1|1|3|I|J|/a2FG
2|14|1|H|L|/a2HM
2|14|7|F|I|/a2HK
1|1|3|I|J|/a2DN
1|1|3|I|J|/a2IH
2|14|8|H|H|/a2GH
2|14|8|H|H|/a2KJ
1|1|4|G|J|/a2IG
1|1|1|F|H|/a27K
2|14|8|H|H|FIT ME
2|14|8|H|H|BR0
1|1|1|G|I|/a2TK
2|14|8|H|H|/a2FK
1|1|1|G|I|/a29D
2|14|8|H|H|/a2DJ
2|14|3|H|I|
1|1|2|L|I|
2|14|7|H|I|/a2NG
1|1|4|H|M|/a2AG
2|14|7|H|I|LOl
1|1|4|H|M|/a2EH
1
2|14|7|J|I|
2|14|6|F|I|
2|14|5|F|I|/a2D8
2|14|4|J|K|
2|14|2|I|I|/a2NM
2|14|2|I|I|/a2HK
2|14|2|I|I|/a2DG
1|1|3|M|D|vag1nal
2|14|2|I|I|/a269
1|1|6|M|D|
2|14|2|I|I|/a2HI
2|14|2|I|I|/a2NG
2|14|2|I|I|/a2TN
2|14|2|I|I|/a2R9
2|14|2|I|I|/a2G6
2|14|3|H|K|/a2OJ
2|14|5|H|F|/e1
2|14|3|H|J|
2|14|6|H|J|/a2LF
2|14|L|H|J|
2|14|L|H|J|/a2DU
2|14|J|H|J|
2|14|K|H|J|
2|14|3|G|L|
1
2
1|9|1|K|L|sk1ppy1
1
1|9|2|M|D|sk1ppy1
1
1|9|4|M|D|sk1ppy1
1
1|9|6|E|F|sk1ppy1
1
1|17|3|V|L|sk1ppy1
1|17|2|8|I|
1|17|4|R|O|
1|17|L|N|E|
1
1|14|1|K|L|denisgur1
1|18|1|M|D|
1
1|18|4|V|L|denisgur1
1
1|18|2|M|D|denisgur1
1
1|9|1|K|L|sk1ppy1
1
1|9|6|E|F|sk1ppy1
1|9|1|3|T|
1
1|9|1|K|L|sk1ppy1
1|9|7|I|E|
1
1|9|3|M|D|sk1ppy1
1
1|9|2|E|F|sk1ppy1
1
1|1|1|K|L|sk1ppy1
1
1|1|6|E|F|sk1ppy1
1
1|1|3|M|D|sk1ppy1
1|1|8|U|J|
1
1|1|1|K|L|sK1PPY1
1|1|4|S|L|
1
1|1|1|K|L|sK1PPY1
1|1|8|U|F|
1
1|1|1|E|F|sK1PPY1
1
1|1|1|K|L|sK1PPY1
1|1|5|I|M|
1|1|4|O|M|
1|1|4|O|J|
1|1|4|W|L|
1
1|17|1|V|L|sK1PPY1
1|17|L|K|I|
2|1|1|K|L|Tennis
2|1|1|O|J|
2|1|1|O|J|skippy
1|17|L|K|I|back
1|17|7|J|L|
1
2|1|1|O|J|hey
2|1|1|I|E|
2
2|1|3|M|D|Tennis
1|17|3|V|L|sK1PPY1
1
1|17|4|M|D|sK1PPY1
1|17|4|M|D|
2
1
1|1|1|K|L|sK1PPY1
1
1|1|1|K|L|sK1PPY1
1
1|1|7|M|D|sK1PPY1
1
1|17|3|V|L|sK1PPY1
1
1|17|3|E|F|sK1PPY1
1
1|17|1|V|L|sK1PPY1
1|17|L|J|K|
1
1|14|1|K|L|Gergo777
1|14|5|L|M|
1
1|1|1|K|L|sK1PPY1
1
1|1|4|M|D|sK1PPY1
1
1|17|1|V|L|sK1PPY1
1|17|1|V|L|
1|17|3|I|K|
2|14|1|K|L|Tennis
2
1
1|1|1|K|L|sk1ppy1
1
1|17|H|V|L|sk1ppy1
1|17|3|Q|L|
1|17|L|F|N|
2|14|1|K|L|Tennis
1
2|14|3|7|I|
2
2|17|8|C|L|Tennis
2|17|L|K|K|
1|17|3|M|D|sk1ppy1
1|17|6|D|D|
1
1|17|5|E|F|sk1ppy1
1|17|7|A|G|
1
1|17|6|E|F|sk1ppy1
1|17|7|C|H|
1|17|4|R|E|
1|17|1|Y|J|
1|17|8|Z|L|
1
1|1|2|V|L|sk1ppy1
1
2
1|1|3|V|L|sk1ppy1
1
1|17|1|V|L|sk1ppy1
1
1|17|2|M|D|sk1ppy1
1
1|17|4|M|D|sk1ppy1
1
1|17|6|E|F|sk1ppy1
1
1|17|3|V|L|sk1ppy1
1
1|17|3|M|D|sk1ppy1
1|17|L|I|K|
2|9|1|K|L|iKaitlyn
2|9|1|K|L|
2|9|1|K|L|Hello
2|9|1|K|L|How do I get clothes?
2|9|4|K|L|/e3
2|9|2|O|K|
2|9|3|O|K|/a2GK
2|9|3|O|K|/a2HJ
2|9|3|O|K|/a2GJ
2|9|3|O|K|/a2IH
2
1
1|8|1|K|L|Aduby
1
1|1|1|K|L|Aduby
1|1|4|C|H|
1
1|1|3|M|D|Aduby
1|1|4|R|E|
1|1|2|F|J|
1
1|1|5|V|L|Aduby
1|1|6|V|L|
1|1|3|O|J|
1|1|4|9|L|
1
1|1|1|K|L|aduby
1|1|7|G|K|
1|1|8|I|M|
1|1|1|I|L|
1|1|1|K|L|
1|1|4|H|K|
1
1|1|6|E|F|aduby
1
1|1|3|M|D|aduby
1|1|1|S|F|
1|1|2|S|F|
1|1|7|C|K|
1|1|4|9|K|
1
1|17|2|V|L|aduby
1
1|1|1|K|L|ADUBY
1|1|8|G|K|
1|1|1|K|L|
1
1|10|1|K|L|May234
1|10|1|I|K|
1|10|2|P|J|
2|1|1|K|L|pro1
2|1|1|J|L|hey
2|1|1|J|L|
2|1|6|J|L|/a2NG
2|1|6|J|L|/a2NK
2|1|8|L|M|/a2RL
2|1|2|L|M|/a2FD
2|1|2|L|M|/a2OI
2|1|2|L|M|/a2NJ
2|1|2|L|M|/a2OG
2|1|3|T|F|
2|1|2|L|K|
2|1|2|L|K|Hey there
2|1|2|L|K|may234
2|1|J|L|K|/a2WD
2|1|J|L|K|/j12
2|1|L|L|K|
2|1|L|L|K|/e12
2|1|L|L|K|may234
2|1|8|I|H|
1
2
2|1|3|M|D|pro1
2
2|1|6|E|F|pro1
2|1|2|K|J|
2|1|2|K|N|
2|1|2|K|K|
2
1|1|1|K|L|Moderator
1|1|8|L|N|
1
1|13|1|K|L|YORELRETURN
1|13|2|N|N|
1
1|13|6|E|F|YORELRETURN
1
1|14|1|K|L|YORELRETURN
1
1|18|4|V|L|YORELRETURN
1
1|18|5|C|L|YORELRETURN
1|18|8|S|E|
1|18|7|W|J|
1
1|13|1|K|L|YORELRETURN
1|13|5|K|L|
1|18|L|Y|K|
1|18|7|X|K|
1
1|18|3|V|L|YORELRETURN
1
1|13|1|K|L|YORELRETURN
1|13|4|6|I|
1
1|13|7|V|L|YORELRETURN
1|13|4|6|I|
1|13|3|6|I|
1
1|13|1|K|L|YORELRETURN
1|13|7|Z|L|
1
1|17|1|V|L|YORELRETURN
1
1|6|1|K|L|YORELRETURN
1|6|2|L|K|
2|14|1|K|L|Toromar Cp
2|14|6|Q|E|
2|14|2|J|L|
2|14|1|J|L|D:
2|14|8|J|L|!add 1
2|14|8|J|L|!add 1478
2|14|6|J|L|/a2OJ
2|14|2|L|N|/a2LK
2|14|H|L|N|/j8
2|14|L|L|N|
2|1|1|L|N|
2|7|2|P|I|/e9
1|6|L|L|K|/a2NF
1|6|5|O|M|/a2PK
1|6|4|S|N|/a2MF
1|6|4|S|N|/a2MJ
1|6|4|S|I|/a2PK
2|7|1|P|I|HOla
2|7|1|P|I|Hola
1|6|1|S|I|hey
2|7|6|M|M|
2|7|6|M|M|/a2SG
1|6|1|S|I|ya spanish
2|7|6|M|M|Dime
1|6|3|E|L|
2|7|6|M|M|No ENtiendo
1|6|8|E|L|what?
2|7|6|M|M|NAda
1|6|8|E|L|what you mean
2|7|6|M|M|:)
1|6|8|E|L|well
2|7|6|R|H|
2|7|6|U|F|
1|6|8|E|L|ddd
2|7|2|U|F|Que Juego Mas Marica
1|6|6|E|L|/e4
2|7|4|L|M|
2|7|2|L|M|Es Este
2|7|L|L|M|
2|7|L|L|M|/e12
1|6|8|E|L|translation?
1|6|2|5|J|
1
2|7|6|F|K|
2
1|8|3|V|L|YORELRETURN
1
1|18|3|M|D|YORELRETURN
1
1|18|4|M|D|YORELRETURN
1
1|18|6|E|F|YORELRETURN
1|18|5|H|J|
1
1|9|7|C|L|YORELRETURN
1
2|14|7|C|L|Toromar Cp
2
2|14|7|C|L|Toromar Cp
2|14|7|C|L|
2|14|4|A|I|
2
1|14|1|K|L|Toromar Cp
1|14|4|K|K|
1|14|3|D|L|
1|14|4|7|J|
1
1|14|6|E|F|Toromar Cp
1
1|14|1|K|L|Toromar Cp
1
1|14|1|K|L|Toromar Cp
1|14|1|K|L|
1
2|13|1|K|L|YORELRETURN
2|13|L|L|I|
2
2|18|3|V|L|YORELRETURN
2|18|H|M|D|
2
1|14|1|K|L|ghhg67754
2|1|1|K|L|pro1
1
1|17|1|V|L|ghhg67754
1|17|3|O|M|HI
1|17|3|O|M|Welcome to penguin chat 3!
2|1|3|J|O|
2|1|1|J|O|hey
2|1|1|L|N|
1|17|1|M|M|hi
1|17|1|M|M|YES?
2|1|1|L|N|how did you get the hat?
1|17|1|M|O|
2|1|8|J|J|
2|1|8|J|J|/a2PO
1|17|7|X|K|
1
2|1|8|H|O|
2
3|14|1|K|L|Penguin22
3
2|1|3|V|L|pro1
2
1|17|4|V|L|ghhg67754
1
2|1|8|C|L|pro1
2
2|1|2|M|D|pro1
2|1|3|T|F|
2|1|3|J|J|
2|1|2|O|K|
2|1|8|X|M|
2
2|14|1|K|L|Zippy
2
2|14|1|K|L|Zippy
2|14|7|Y|L|
2
2|9|1|K|L|Zippy
3|9|1|K|L|OoBubblesoO.
3
2
4|15|1|K|L|Anderson
4|15|3|F|N|
4
1|17|3|V|L|ghhg67754
1
1|9|L|V|L|ghhg67754
1
1|9|3|V|L|ghhg67754
1
1|15|1|K|L|Anderson
1|15|7|Q|N|
1|15|5|E|N|
1|15|6|O|G|
1
1|14|1|K|L|mattChuck
1
1|4|1|K|L|mattChuck
1
2|8|1|K|L|Anderson
1|13|1|K|L|YORELRETURN
1
1|18|4|V|L|YORELRETURN
1
1|18|4|M|D|YORELRETURN
1|18|5|J|K|
1
2|1|1|K|L|Connercynn
2|1|H|L|M|
2|1|4|F|F|
2
2|1|2|M|D|Connercynn
2
2|1|1|K|L|Connercynn
1|13|4|V|L|YORELRETURN
2|4|1|N|N|
1|13|4|M|M|
2|1|1|N|N|
2|1|1|N|N|Hello
1|13|2|P|K|
2|1|7|I|N|/a2LN
1|13|2|P|K|/j10
2|1|7|E|K|
1|13|2|O|N|
2|1|7|K|L|
2|1|5|H|D|
2
1|13|4|D|D|
1
1|13|6|E|F|YORELRETURN
1|13|6|E|F|
2|1|1|K|L|Connercynn
2|1|2|H|N|/a2EI
2|1|6|M|D|
1|6|3|M|I|
2|1|5|H|E|
2
2|1|6|M|D|Connercynn
1|6|7|N|E|
2|1|2|N|N|
1|6|2|N|E|/j1
2|1|L|N|N|
1|6|6|L|P|/a2LK
2|1|6|J|N|
1|6|5|M|H|
1|6|1|K|L|
2
1
1|18|3|M|D|YORELRETURN
2|14|1|K|L|ghhg67754
2
2|17|1|V|L|ghhg67754
2|17|2|V|L|hi
2|17|4|N|F|
2
2|17|3|M|D|ghhg67754
2
2|17|6|E|F|ghhg67754
2|17|2|N|F|
2|17|2|N|F|/e3
2|17|2|N|F|HEY
2|17|6|O|D|
1|18|5|O|K|
1|18|2|O|K|/j12
1|18|4|O|I|
1|18|5|N|G|/a2MF
1|18|5|N|G|/a2LF
1|4|5|N|L|
2|17|1|K|I|hi
1
2|17|8|K|I|:O
2|17|4|I|D|
2
2|17|4|M|D|ghhg67754
1|4|4|V|L|YORELRETURN
2|17|1|M|J|
1|4|4|V|L|
2|17|7|S|L|
2|17|7|S|L|hey
2|17|3|J|L|
2|17|6|L|H|
1
